id_car,categorie,sous_categorie,nom_francais,description_darija,description_arabe,mots_cles_fr,codes_obd,niveau_gravite,action_recommandee,source,repair_cost_dzd,urgency
480,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
481,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
482,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
483,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
484,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
485,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
486,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
487,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
488,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
489,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
490,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
491,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
492,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
493,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
494,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
495,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
496,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
497,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
498,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
499,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
500,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
501,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
502,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
503,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
504,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
505,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
506,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
507,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
508,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
509,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
510,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
511,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
512,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
513,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
514,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
515,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
516,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
517,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
518,refroidissement,cooling,Heater Blows Cold in Winter,le chauffage baroud f shta|ma fi dfa f tomobile,التدفئة تعمل بهواء بارد شتاءً|لا دفء في السيارة,chauffage souffle froid en hiver|pas de chaleur|Heater Blows Cold in Winter,B1250,متوسط,فحص وإصلاح Heater Blows Cold in Winter — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
